No,Stockcode,Description,Quantite,PU,Ville,date,heure,month,dow,PT,Continent,clusters
575491,47566B,TEA TIME PARTY BUNTING,2,4.95,United Kingdom,2011-11-09,17,11,2,9.9,Europe,2
573085,23111,PARISIENNE SEWING BOX,8,10.4,United Kingdom,2011-10-27,14,10,3,83.2,Europe,0
564654,22161,HEART DECORATION RUSTIC HANGING ,24,0.19,EIRE,2011-08-26,14,8,4,4.5600000000000005,Europe,3
577544,23571,TRADITIONAL NAUGHTS & CROSSES,6,1.65,United Kingdom,2011-11-20,14,11,6,9.899999999999999,Europe,3
549247,21326,AGED GLASS SILVER T-LIGHT HOLDER,72,0.65,United Kingdom,2011-04-07,12,4,3,46.800000000000004,Europe,1
545053,22248,DECORATION  PINK CHICK MAGIC GARDEN,3,0.85,United Kingdom,2011-02-27,12,2,6,2.55,Europe,3
539631,21071,VINTAGE BILLBOARD DRINK ME MUG,1,2.51,United Kingdom,2010-12-20,15,12,0,2.51,Europe,2
557500,23285,PINK VINTAGE SPOT BEAKER,2,1.63,United Kingdom,2011-06-20,15,6,0,3.26,Europe,1
562371,23188,VINTAGE  2 METER FOLDING RULER,12,1.65,United Kingdom,2011-08-04,14,8,3,19.799999999999997,Europe,0
566739,21231,SWEETHEART CERAMIC TRINKET BOX,12,1.25,Germany,2011-09-14,14,9,2,15.0,Europe,2
580306,20713,JUMBO BAG OWLS,10,2.08,United Kingdom,2011-12-02,14,12,4,20.8,Europe,0
563565,20749,ASSORTED COLOUR MINI CASES,2,7.95,United Kingdom,2011-08-17,14,8,2,15.9,Europe,2
580647,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,2.95,United Kingdom,2011-12-05,13,12,0,2.95,Europe,2
578266,23158,SET OF 5 LUCKY CAT MAGNETS ,2,2.08,United Kingdom,2011-11-23,13,11,2,4.16,Europe,2
562708,21164,HOME SWEET HOME METAL SIGN ,3,2.95,United Kingdom,2011-08-08,14,8,0,8.850000000000001,Europe,2
565803,20725,LUNCH BAG RED RETROSPOT,10,1.65,United Kingdom,2011-09-07,10,9,2,16.5,Europe,2
569246,20996,JAZZ HEARTS ADDRESS BOOK,1,0.83,United Kingdom,2011-10-03,9,10,0,0.83,Europe,2
571441,22314,OFFICE MUG WARMER CHOC+BLUE,1,5.79,United Kingdom,2011-10-17,13,10,0,5.79,Europe,2
546394,22303,COFFEE MUG APPLES DESIGN,6,2.55,United Kingdom,2011-03-11,14,3,4,15.299999999999999,Europe,3
578843,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,1,0.42,United Kingdom,2011-11-25,16,11,4,0.42,Europe,0
560434,22670,FRENCH WC SIGN BLUE METAL,1,2.46,United Kingdom,2011-07-18,15,7,0,2.46,Europe,2
552296,22727,ALARM CLOCK BAKELIKE RED ,3,3.75,United Kingdom,2011-05-08,14,5,6,11.25,Europe,3
544656,22985,"WRAP, BILLBOARD FONTS DESIGN",25,0.42,United Kingdom,2011-02-22,13,2,1,10.5,Europe,1
571937,21402,RED  EGG  SPOON,24,0.12,EIRE,2011-10-20,9,10,3,2.88,Europe,0
539595,22198,LARGE POPCORN HOLDER ,2,3.36,United Kingdom,2010-12-20,13,12,0,6.72,Europe,2
579545,23207,LUNCH BAG ALPHABET DESIGN,20,1.65,United Kingdom,2011-11-30,10,11,2,33.0,Europe,2
559337,20839,FRENCH PAISLEY CUSHION COVER ,1,3.29,United Kingdom,2011-07-07,16,7,3,3.29,Europe,3
572946,21162,TOXIC AREA  DOOR HANGER ,24,0.39,United Kingdom,2011-10-27,10,10,3,9.36,Europe,0
542272,22860,EASTER TIN CHICKS PINK DAISY,6,1.65,United Kingdom,2011-01-27,9,1,3,9.899999999999999,Europe,1
562101,22733,3D TRADITIONAL CHRISTMAS STICKERS,18,1.25,United Kingdom,2011-08-02,14,8,1,22.5,Europe,2
545400,21169,YOU'RE CONFUSING ME METAL SIGN ,12,1.69,United Kingdom,2011-03-02,12,3,2,20.28,Europe,1
537773,22147,FELTCRAFT BUTTERFLY HEARTS,1,1.45,United Kingdom,2010-12-08,12,12,2,1.45,Europe,2
577768,84912B,GREEN ROSE WASHBAG,2,3.29,United Kingdom,2011-11-21,15,11,0,6.58,Europe,2
548521,22629,SPACEBOY LUNCH BOX ,12,1.95,United Kingdom,2011-03-31,16,3,3,23.4,Europe,1
536876,21070,VINTAGE BILLBOARD MUG ,1,2.51,United Kingdom,2010-12-03,11,12,4,2.51,Europe,0
555336,20975,12 PENCILS SMALL TUBE RED RETROSPOT,2,0.65,United Kingdom,2011-06-02,11,6,3,1.3,Europe,3
573898,22624,IVORY KITCHEN SCALES,1,8.5,United Kingdom,2011-11-01,14,11,1,8.5,Europe,2
580526,21497,FANCY FONTS BIRTHDAY WRAP,25,0.42,United Kingdom,2011-12-04,15,12,6,10.5,Europe,3
555324,21078,SET/20 STRAWBERRY PAPER NAPKINS ,2,2.46,United Kingdom,2011-06-02,11,6,3,4.92,Europe,3
546017,21385,IVORY HANGING DECORATION  HEART,12,0.85,United Kingdom,2011-03-08,17,3,1,10.2,Europe,1
548614,22908,PACK OF 20 NAPKINS RED APPLES,2,0.85,United Kingdom,2011-04-01,11,4,4,1.7,Europe,3
574509,22549,PICTURE DOMINOES,1,1.45,United Kingdom,2011-11-04,13,11,4,1.45,Europe,0
549239,22616,PACK OF 12 LONDON TISSUES ,24,0.29,United Kingdom,2011-04-07,11,4,3,6.959999999999999,Europe,1
558339,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,12,1.25,United Kingdom,2011-06-28,13,6,1,15.0,Europe,1
569246,21931,JUMBO STORAGE BAG SUKI,1,4.13,United Kingdom,2011-10-03,9,10,0,4.13,Europe,2
559923,22559,SEASIDE FLYING DISC,3,0.83,United Kingdom,2011-07-13,16,7,2,2.4899999999999998,Europe,2
547420,22966,GINGERBREAD MAN COOKIE CUTTER,12,1.25,United Kingdom,2011-03-23,10,3,2,15.0,Europe,1
565233,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,1,3.29,United Kingdom,2011-09-02,9,9,4,3.29,Europe,0
565967,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,0.55,Netherlands,2011-09-08,11,9,3,13.200000000000001,Europe,0
569321,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,12,1.25,United Kingdom,2011-10-03,12,10,0,15.0,Europe,2
568057,22282,12 EGG HOUSE PAINTED WOOD,1,24.96,United Kingdom,2011-09-23,12,9,4,24.96,Europe,0
541496,21948,SET OF 6 CAKE CHOPSTICKS,1,2.46,United Kingdom,2011-01-18,15,1,1,2.46,Europe,1
563193,22178,VICTORIAN GLASS HANGING T-LIGHT,3,2.46,United Kingdom,2011-08-12,16,8,4,7.38,Europe,3
536532,82600,NO SINGING METAL SIGN,24,2.1,Norway,2010-12-01,13,12,2,50.400000000000006,Europe,2
541274,84378,SET OF 3 HEART COOKIE CUTTERS,12,1.25,United Kingdom,2011-01-17,11,1,0,15.0,Europe,1
566674,22961,JAM MAKING SET PRINTED,12,1.45,United Kingdom,2011-09-14,11,9,2,17.4,Europe,2
575972,23583,LUNCH BAG PAISLEY PARK  ,1,1.65,United Kingdom,2011-11-13,13,11,6,1.65,Europe,3
575875,23204,CHARLOTTE BAG APPLES DESIGN,2,1.63,United Kingdom,2011-11-11,13,11,4,3.26,Europe,0
542927,22502,PICNIC BASKET WICKER SMALL,4,5.95,United Kingdom,2011-02-02,10,2,2,23.8,Europe,1
580610,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,2,7.46,United Kingdom,2011-12-05,11,12,0,14.92,Europe,2
554096,21917,SET 12 KIDS  WHITE CHALK STICKS,24,0.42,United Kingdom,2011-05-22,12,5,6,10.08,Europe,3
576052,23380,PACK OF 12 VINTAGE DOILY TISSUES,2,0.39,United Kingdom,2011-11-13,14,11,6,0.78,Europe,3
567313,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2.95,United Kingdom,2011-09-19,13,9,0,17.700000000000003,Europe,2
547651,21904,HOUSE WRECKING METAL SIGN ,1,2.1,United Kingdom,2011-03-24,12,3,3,2.1,Europe,1
569372,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,5.79,United Kingdom,2011-10-03,16,10,0,5.79,Europe,2
556198,21563,RED HEART SHAPE LOVE BUCKET ,1,2.95,United Kingdom,2011-06-09,12,6,3,2.95,Europe,3
576085,23438, RED SPOT GIFT BAG LARGE,24,1.25,United Kingdom,2011-11-14,8,11,0,30.0,Europe,2
579489,22835,HOT WATER BOTTLE I AM SO POORLY,2,4.95,United Kingdom,2011-11-29,15,11,1,9.9,Europe,2
573411,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,6.35,United Kingdom,2011-10-30,16,10,6,12.7,Europe,3
540976,21877,HOME SWEET HOME MUG,12,1.25,France,2011-01-12,15,1,2,15.0,Europe,1
553664,21473,SWEETHEART CREAM STEEL TABLE RECT,1,19.95,United Kingdom,2011-05-18,12,5,2,19.95,Europe,1
580405,23008,DOLLY GIRL BABY GIFT SET,1,16.95,United Kingdom,2011-12-04,12,12,6,16.95,Europe,3
574545,82552,WASHROOM METAL SIGN,1,1.45,United Kingdom,2011-11-04,14,11,4,1.45,Europe,0
578675,23224,CHERUB HEART DECORATION GOLD,12,0.83,United Kingdom,2011-11-24,18,11,3,9.959999999999999,Europe,0
571508,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,4.13,United Kingdom,2011-10-17,15,10,0,4.13,Europe,2
574861,22692,DOORMAT WELCOME TO OUR HOME,1,8.25,United Kingdom,2011-11-07,12,11,0,8.25,Europe,2
575930,23501,KEY RING BASEBALL BOOT UNION JACK,3,2.46,United Kingdom,2011-11-11,17,11,4,7.38,Europe,0
559337,85208,SET/12 FUNKY FELT FLOWER PEG IN BAG,2,1.63,United Kingdom,2011-07-07,16,7,3,3.26,Europe,3
559680,23159,SET OF 5 PANCAKE DAY MAGNETS,12,2.08,Greece,2011-07-11,14,7,0,24.96,Europe,2
549903,22262,FELT EGG COSY CHICKEN,10,0.85,United Kingdom,2011-04-12,16,4,1,8.5,Europe,1
574276,23194,GYMKHANA TREASURE BOOK BOX,150,1.95,United Kingdom,2011-11-03,14,11,3,292.5,Europe,3
572307,15044C,PURPLE PAPER PARASOL,1,2.95,United Kingdom,2011-10-23,15,10,6,2.95,Europe,3
557299,23112,PARISIENNE CURIO CABINET,2,7.5,United Kingdom,2011-06-19,13,6,6,15.0,Europe,3
552039,22896,PEG BAG APPLES DESIGN,6,2.55,United Kingdom,2011-05-06,8,5,4,15.299999999999999,Europe,3
576628,22418,10 COLOUR SPACEBOY PEN,24,0.85,United Kingdom,2011-11-16,8,11,2,20.4,Europe,2
555368,47566B,TEA TIME PARTY BUNTING,4,4.95,United Kingdom,2011-06-02,14,6,3,19.8,Europe,3
543565,21166,COOK WITH WINE METAL SIGN ,12,2.08,United Kingdom,2011-02-10,10,2,3,24.96,Europe,1
574511,35970,ZINC FOLKART SLEIGH BELLS,12,1.69,United Kingdom,2011-11-04,13,11,4,20.28,Europe,0
563371,23209,LUNCH BAG VINTAGE DOILY ,100,1.45,United Kingdom,2011-08-16,9,8,1,145.0,Europe,2
563733,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,0.85,United Kingdom,2011-08-18,17,8,3,10.2,Europe,0
576838,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,0.55,United Kingdom,2011-11-16,15,11,2,13.200000000000001,Europe,2
565396,21212,PACK OF 72 RETROSPOT CAKE CASES,1,1.25,United Kingdom,2011-09-02,16,9,4,1.25,Europe,0
560729,20749,ASSORTED COLOUR MINI CASES,12,6.35,United Kingdom,2011-07-20,14,7,2,76.19999999999999,Europe,1
565289,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,4.95,EIRE,2011-09-02,11,9,4,19.8,Europe,0
541497,21880,RED RETROSPOT TAPE,4,0.42,United Kingdom,2011-01-18,15,1,1,1.68,Europe,1
545555,21892,TRADITIONAL WOODEN CATCH CUP GAME ,2,1.25,United Kingdom,2011-03-03,15,3,3,2.5,Europe,1
575930,20726,LUNCH BAG WOODLAND,1,4.13,United Kingdom,2011-11-11,17,11,4,4.13,Europe,0
559134,22698,PINK REGENCY TEACUP AND SAUCER,6,2.95,France,2011-07-06,13,7,2,17.700000000000003,Europe,2
564516,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,6,4.13,United Kingdom,2011-08-25,14,8,3,24.78,Europe,0
544824,22662,LUNCH BAG DOLLY GIRL DESIGN,10,1.65,United Kingdom,2011-02-24,9,2,3,16.5,Europe,1
556917,23238,SET OF 4 KNICK KNACK TINS LONDON ,96,3.75,Australia,2011-06-15,13,6,2,360.0,Oceania,3
566017,23207,LUNCH BAG ALPHABET DESIGN,10,1.65,United Kingdom,2011-09-08,12,9,3,16.5,Europe,0
542881,21754,HOME BUILDING BLOCK WORD,1,5.95,United Kingdom,2011-02-01,12,2,1,5.95,Europe,1
574481,22467,GUMBALL COAT RACK,1,2.55,United Kingdom,2011-11-04,12,11,4,2.55,Europe,0
544087,85152,HAND OVER THE CHOCOLATE   SIGN ,7,2.1,United Kingdom,2011-02-15,17,2,1,14.700000000000001,Europe,1
566294,21380,WOODEN HAPPY BIRTHDAY GARLAND,5,2.95,United Kingdom,2011-09-11,15,9,6,14.75,Europe,3
557793,85019B,BLOSSOM  IMAGES NOTEBOOK SET,1,1.25,United Kingdom,2011-06-22,17,6,2,1.25,Europe,1
581412,23165,LARGE CERAMIC TOP STORAGE JAR,3,1.65,United Kingdom,2011-12-08,14,12,3,4.949999999999999,Europe,0
547793,22304,COFFEE MUG BLUE PAISLEY DESIGN,6,2.55,United Kingdom,2011-03-25,12,3,4,15.299999999999999,Europe,3
550517,84879,ASSORTED COLOUR BIRD ORNAMENT,8,1.69,United Kingdom,2011-04-19,8,4,1,13.52,Europe,1
577337,22030,SWALLOWS GREETING CARD,12,0.42,United Kingdom,2011-11-18,14,11,4,5.04,Europe,0
573877,23321,SMALL WHITE HEART OF WICKER,24,1.65,United Kingdom,2011-11-01,13,11,1,39.599999999999994,Europe,2
570806,22382,LUNCH BAG SPACEBOY DESIGN ,10,1.65,United Kingdom,2011-10-12,12,10,2,16.5,Europe,2
574250,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,2,0.42,United Kingdom,2011-11-03,13,11,3,0.84,Europe,0
578321,84997D,CHILDRENS CUTLERY POLKADOT PINK,360,3.75,Spain,2011-11-23,16,11,2,1350.0,Europe,3
559051,20971,PINK BLUE FELT CRAFT TRINKET BOX,1,2.46,United Kingdom,2011-07-05,16,7,1,2.46,Europe,2
567656,22383,LUNCH BAG SUKI DESIGN ,1,4.13,United Kingdom,2011-09-21,14,9,2,4.13,Europe,2
554098,22989,SET 2 PANTRY DESIGN TEA TOWELS,1,3.25,United Kingdom,2011-05-22,13,5,6,3.25,Europe,3
550918,17129F,BLUE GLASS GEMS IN BAG,12,0.85,United Kingdom,2011-04-21,14,4,3,10.2,Europe,1
569405,23126,FELTCRAFT GIRL AMELIE KIT,4,4.95,United Kingdom,2011-10-04,9,10,1,19.8,Europe,2
577258,21790,VINTAGE SNAP CARDS,1,0.85,United Kingdom,2011-11-18,12,11,4,0.85,Europe,0
574247,23240,SET OF 4 KNICK KNACK TINS DOILY ,6,4.15,United Kingdom,2011-11-03,12,11,3,24.900000000000002,Europe,0
577051,23493,VINTAGE DOILY TRAVEL SEWING KIT,1,1.95,United Kingdom,2011-11-17,14,11,3,1.95,Europe,0
559876,22212,FOUR HOOK  WHITE LOVEBIRDS,2,2.1,United Kingdom,2011-07-13,11,7,2,4.2,Europe,2
567459,23403,LETTER HOLDER HOME SWEET HOME,4,3.75,United Kingdom,2011-09-20,12,9,1,15.0,Europe,2
570871,22597,MUSICAL ZINC HEART DECORATION ,4,0.83,United Kingdom,2011-10-12,16,10,2,3.32,Europe,2
559662,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,4.95,United Kingdom,2011-07-11,13,7,0,19.8,Europe,2
576617,84923,PINK BUTTERFLY HANDBAG W BOBBLES,1,4.13,United Kingdom,2011-11-15,16,11,1,4.13,Europe,2
552285,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2.95,United Kingdom,2011-05-08,12,5,6,14.75,Europe,3
568227,23400,SHELF WITH 4 HOOKS HOME SWEET HOME,1,6.25,United Kingdom,2011-09-26,10,9,0,6.25,Europe,2
553162,22222,CAKE PLATE LOVEBIRD WHITE,2,9.96,United Kingdom,2011-05-13,15,5,4,19.92,Europe,3
C569233,85114B,IVORY ENCHANTED FOREST PLACEMAT,-2,1.65,United Kingdom,2011-10-02,15,10,6,-3.3,Europe,3
551269,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,0.85,United Kingdom,2011-04-27,12,4,2,10.2,Europe,1
546580,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,12,2.55,EIRE,2011-03-15,11,3,1,30.599999999999998,Europe,1
560281,22545,MINI JIGSAW BUNNIES,2,0.42,United Kingdom,2011-07-17,15,7,6,0.84,Europe,3
576019,23116,VEGETABLE GARDEN CHOPPING BOARD,3,4.95,Austria,2011-11-13,14,11,6,14.850000000000001,Europe,3
576540,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,11.95,United Kingdom,2011-11-15,12,11,1,23.9,Europe,2
556108,23302,KNEELING MAT HOUSEWORK  DESIGN,2,3.29,United Kingdom,2011-06-08,17,6,2,6.58,Europe,1
563532,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,12,5.95,United Kingdom,2011-08-17,11,8,2,71.4,Europe,2
573274,21154,RED RETROSPOT OVEN GLOVE ,9,3.29,United Kingdom,2011-10-28,13,10,4,29.61,Europe,0
543626,22423,REGENCY CAKESTAND 3 TIER,2,12.75,United Kingdom,2011-02-10,15,2,3,25.5,Europe,1
C539402,21845,DAIRY MAID STRIPE MUG,-14,2.95,United Kingdom,2010-12-17,12,12,4,-41.300000000000004,Europe,0
536876,85099B,JUMBO BAG RED RETROSPOT,2,4.21,United Kingdom,2010-12-03,11,12,4,8.42,Europe,0
539836,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,2,0.65,United Kingdom,2010-12-22,13,12,2,1.3,Europe,2
570237,23027,DRAWER KNOB VINTAGE GLASS HEXAGON,3,2.08,United Kingdom,2011-10-09,14,10,6,6.24,Europe,3
538149,21154,RED RETROSPOT OVEN GLOVE ,1,3.36,United Kingdom,2010-12-09,16,12,3,3.36,Europe,0
565865,22556,PLASTERS IN TIN CIRCUS PARADE ,24,1.65,France,2011-09-07,15,9,2,39.599999999999994,Europe,2
565618,20831,GOLD PHOTO FRAME,6,2.1,United Kingdom,2011-09-05,15,9,0,12.600000000000001,Europe,2
570670,21892,TRADITIONAL WOODEN CATCH CUP GAME ,12,1.25,United Kingdom,2011-10-11,14,10,1,15.0,Europe,2
568567,20717,STRAWBERRY SHOPPER BAG,1,2.46,United Kingdom,2011-09-27,18,9,1,2.46,Europe,2
C567365,48138,DOORMAT UNION FLAG,-1,8.25,United Kingdom,2011-09-19,16,9,0,-8.25,Europe,2
566734,22077,6 RIBBONS RUSTIC CHARM,2,1.95,United Kingdom,2011-09-14,14,9,2,3.9,Europe,2
577535,22174,PHOTO CUBE,1,1.65,United Kingdom,2011-11-20,14,11,6,1.65,Europe,3
538566,21983,PACK OF 12 BLUE PAISLEY TISSUES ,3,0.85,United Kingdom,2010-12-13,11,12,0,2.55,Europe,2
571797,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,1,3.29,United Kingdom,2011-10-19,11,10,2,3.29,Europe,2
566400,84978,HANGING HEART JAR T-LIGHT HOLDER,12,1.25,United Kingdom,2011-09-12,13,9,0,15.0,Europe,2
578947,23460,SWEETHEART WALL TIDY ,2,9.95,United Kingdom,2011-11-27,13,11,6,19.9,Europe,3
537794,22727,ALARM CLOCK BAKELIKE RED ,1,3.75,United Kingdom,2010-12-08,13,12,2,3.75,Europe,2
C549666,21470,FLOWER VINE RAFFIA FOOD COVER,-1,3.75,United Kingdom,2011-04-11,12,4,0,-3.75,Europe,1
580367,22751,FELTCRAFT PRINCESS OLIVIA DOLL,1,7.46,United Kingdom,2011-12-02,16,12,4,7.46,Europe,0
565513,21159,MOODY BOY  DOOR HANGER ,24,0.39,United Kingdom,2011-09-05,11,9,0,9.36,Europe,2
563538,20668,DISCO BALL CHRISTMAS DECORATION,48,0.12,United Kingdom,2011-08-17,11,8,2,5.76,Europe,2
561912,84944,SET OF 6 KASHMIR FOLKART BAUBLES,1,1.65,United Kingdom,2011-08-01,11,8,0,1.65,Europe,2
567656,23282,FOLDING BUTTERFLY MIRROR IVORY ,1,2.46,United Kingdom,2011-09-21,14,9,2,2.46,Europe,2
561385,22383,LUNCH BAG SUKI DESIGN ,10,1.65,United Kingdom,2011-07-27,9,7,2,16.5,Europe,2
569823,23344,JUMBO BAG 50'S CHRISTMAS ,2,2.08,United Kingdom,2011-10-06,12,10,3,4.16,Europe,0
550911,21240,BLUE POLKADOT CUP,32,0.85,Spain,2011-04-21,13,4,3,27.2,Europe,1
557442,22752,SET 7 BABUSHKA NESTING BOXES,2,8.5,United Kingdom,2011-06-20,12,6,0,17.0,Europe,1
549148,21579,LOLITA  DESIGN  COTTON TOTE BAG,1,2.25,United Kingdom,2011-04-06,15,4,2,2.25,Europe,1
549524,21902,"KEY FOB , FRONT  DOOR ",1,1.63,United Kingdom,2011-04-08,15,4,4,1.63,Europe,3
569383,84991,60 TEATIME FAIRY CAKE CASES,24,0.55,United Kingdom,2011-10-03,16,10,0,13.200000000000001,Europe,2
562379,22493,PAINT YOUR OWN CANVAS SET,12,1.65,United Kingdom,2011-08-04,15,8,3,19.799999999999997,Europe,0
567720,22795,SWEETHEART RECIPE BOOK STAND,2,6.75,EIRE,2011-09-22,10,9,3,13.5,Europe,0
571328,22631,CIRCUS PARADE LUNCH BOX ,12,1.95,Germany,2011-10-17,11,10,0,23.4,Europe,2
539434,22759,SET OF 3 NOTEBOOKS IN PARCEL,3,3.36,United Kingdom,2010-12-17,14,12,4,10.08,Europe,0
578344,23310,BUBBLEGUM RING ASSORTED,3,0.83,United Kingdom,2011-11-24,9,11,3,2.4899999999999998,Europe,0
561194,22728,ALARM CLOCK BAKELIKE PINK,4,3.75,Germany,2011-07-25,13,7,0,15.0,Europe,2
544969,22178,VICTORIAN GLASS HANGING T-LIGHT,12,1.25,United Kingdom,2011-02-25,11,2,4,15.0,Europe,1
540809,21901,"KEY FOB , BACK DOOR ",24,0.65,United Kingdom,2011-01-11,12,1,1,15.600000000000001,Europe,1
552820,20982,12 PENCILS TALL TUBE SKULLS,12,0.85,United Kingdom,2011-05-11,12,5,2,10.2,Europe,1
538255,20679,EDWARDIAN PARASOL RED,3,5.95,EIRE,2010-12-10,12,12,4,17.85,Europe,0
542617,72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,2,2.1,United Kingdom,2011-01-30,15,1,6,4.2,Europe,3
568082,22112,CHOCOLATE HOT WATER BOTTLE,18,4.95,United Kingdom,2011-09-23,14,9,4,89.10000000000001,Europe,0
573338,22662,LUNCH BAG DOLLY GIRL DESIGN,1,1.65,United Kingdom,2011-10-30,11,10,6,1.65,Europe,3
575930,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,2,1.25,United Kingdom,2011-11-11,17,11,4,2.5,Europe,0
567514,23032,DRAWER KNOB CRACKLE GLAZE IVORY,4,1.65,United Kingdom,2011-09-20,15,9,1,6.6,Europe,2
549741,22383,LUNCH BAG SUKI DESIGN ,10,1.65,United Kingdom,2011-04-12,9,4,1,16.5,Europe,1
560434,22354,RETROSPOT PADDED SEAT CUSHION,6,7.46,United Kingdom,2011-07-18,15,7,0,44.76,Europe,2
571475,23212,HEART WREATH DECORATION WITH BELL,4,1.25,United Kingdom,2011-10-17,14,10,0,5.0,Europe,2
577126,22553,PLASTERS IN TIN SKULLS,12,1.65,Denmark,2011-11-17,19,11,3,19.799999999999997,Europe,0
564162,23351,ROLL WRAP 50'S CHRISTMAS,12,1.25,United Kingdom,2011-08-23,13,8,1,15.0,Europe,2
564359,23202,JUMBO BAG VINTAGE LEAF,2,2.08,United Kingdom,2011-08-24,16,8,2,4.16,Europe,2
570522,22386,JUMBO BAG PINK POLKADOT,200,1.74,United Kingdom,2011-10-11,10,10,1,348.0,Europe,3
541219,22344,PARTY PIZZA DISH PINK POLKADOT,2,0.42,United Kingdom,2011-01-14,14,1,4,0.84,Europe,1
562717,23292,SPACEBOY CHILDRENS CUP,1,2.46,United Kingdom,2011-08-08,15,8,0,2.46,Europe,2
554326,22055,MINI CAKE STAND  HANGING STRAWBERY,2,1.65,United Kingdom,2011-05-23,16,5,0,3.3,Europe,1
550957,22197,SMALL POPCORN HOLDER,4,0.85,United Kingdom,2011-04-21,16,4,3,3.4,Europe,1
575947,23284,DOORMAT KEEP CALM AND COME IN,1,15.79,United Kingdom,2011-11-13,11,11,6,15.79,Europe,3
580665,22551,PLASTERS IN TIN SPACEBOY,96,1.45,United Kingdom,2011-12-05,14,12,0,139.2,Europe,2
562002,21533,RETROSPOT LARGE MILK JUG,12,4.25,United Kingdom,2011-08-01,13,8,0,51.0,Europe,2
570871,22406,MONEY BOX KINGS CHOICE DESIGN,1,2.46,United Kingdom,2011-10-12,16,10,2,2.46,Europe,2
559878,48185,DOORMAT FAIRY CAKE,1,7.95,United Kingdom,2011-07-13,11,7,2,7.95,Europe,2
574714,21810,CHRISTMAS HANGING STAR WITH BELL,3,0.39,United Kingdom,2011-11-06,14,11,6,1.17,Europe,3
570555,22637,PIGGY BANK RETROSPOT ,4,2.55,United Kingdom,2011-10-11,11,10,1,10.2,Europe,2
553890,21166,COOK WITH WINE METAL SIGN ,1,4.13,United Kingdom,2011-05-19,16,5,3,4.13,Europe,1
574356,22726,ALARM CLOCK BAKELIKE GREEN,24,8.29,United Kingdom,2011-11-04,10,11,4,198.95999999999998,Europe,3
554415,23175,REGENCY MILK JUG PINK ,6,3.25,United Kingdom,2011-05-24,12,5,1,19.5,Europe,1
574710,22141,CHRISTMAS CRAFT TREE TOP ANGEL,2,2.1,United Kingdom,2011-11-06,14,11,6,4.2,Europe,3
547209,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2.55,United Kingdom,2011-03-21,14,3,0,81.6,Europe,1
567099,22133,PINK LOVE HEART SHAPE CUP,2,0.85,United Kingdom,2011-09-16,13,9,4,1.7,Europe,0
575919,21883,STARS GIFT TAPE ,12,0.65,United Kingdom,2011-11-11,17,11,4,7.800000000000001,Europe,0
568168,20655,QUEEN OF SKIES LUGGAGE TAG,3,1.25,United Kingdom,2011-09-25,12,9,6,3.75,Europe,3
553507,22502,PICNIC BASKET WICKER SMALL,2,5.95,United Kingdom,2011-05-17,13,5,1,11.9,Europe,1
569898,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,1,4.13,United Kingdom,2011-10-06,16,10,3,4.13,Europe,0
561399,23294,SET OF 6 SNACK LOAF BAKING CASES,24,0.83,United Kingdom,2011-07-27,10,7,2,19.919999999999998,Europe,2
568056,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,12,2.55,Germany,2011-09-23,12,9,4,30.599999999999998,Europe,0
578149,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,5,7.46,United Kingdom,2011-11-23,11,11,2,37.3,Europe,2
549566,22558,CLOTHES PEGS RETROSPOT PACK 24 ,1,1.65,United Kingdom,2011-04-10,14,4,6,1.65,Europe,3
568528,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,6,2.55,United Kingdom,2011-09-27,13,9,1,15.299999999999999,Europe,2
547829,22335,HEART DECORATION PAINTED ZINC ,24,0.65,United Kingdom,2011-03-25,15,3,4,15.600000000000001,Europe,3
